Power (Watts),Label
0.7372884813960454,1.0
0.45959315339318146,0.0
0.8166541695409755,1.0
0.3778215466544919,0.0
0.4730269237766374,0.0
0.43862983907062897,0.0
0.44795331411089284,0.0
0.675391320583653,1.0
0.6840351337721706,1.0
0.7373369851753808,1.0
0.7979809042880168,1.0
0.43131384145755375,0.0
0.705548643080409,1.0
0.3711315644099868,0.0
0.5123627476433683,0.0
0.7445697617393687,1.0
0.6901265465118571,1.0
0.3720782910999097,0.0
0.4561184618524938,0.0
0.456044211245708,0.0
0.7910166579935118,1.0
0.8253417041707505,1.0
0.3816110364871342,0.0
0.7428638683333875,1.0
0.4088429510563238,0.0
0.37325097046429484,0.0
0.5225629146804842,0.0
0.1937348655158994,1.0
0.52189979139932,0.0
0.43170619210860267,0.0
0.7199191305520702,1.0
0.7635608548613837,1.0
0.35864106515687016,0.0
0.8044674976168518,1.0
0.7949997971315983,1.0
0.49245657445443386,0.0
0.7773025073661393,1.0
0.4203262741505814,0.0
0.43877684214977347,0.0
0.7063021915687313,1.0
0.6333628237174305,1.0
0.45040270812267463,0.0
0.7338207725898864,1.0
0.4457581280329819,0.0
0.7877547912843352,1.0
0.6897155810235609,1.0
0.5416206355302451,0.0
0.35939986343004776,0.0
0.6683508659941078,1.0
0.7653226410576479,1.0
0.5360399538182359,0.0
0.7186677327505473,1.0
0.3383997828017537,0.0
0.3802333035314181,0.0
0.6638839623532746,1.0
0.7456777780100583,1.0
0.8446951844396637,1.0
0.5043394098674336,0.0
0.6958331398423911,1.0
0.5152619364293884,0.0
0.7181778276383595,1.0
0.3721772331152539,0.0
0.7501643395677196,1.0
0.3776794385984343,0.0
0.7524758062872239,1.0
0.4647664530159494,0.0
0.7715024934015067,1.0
0.6731196567980264,1.0
0.6080878564391792,0.0
0.8131090495542783,1.0
0.7024105845713455,1.0
0.3662250378756737,0.0
0.38709147308415287,0.0
0.7268965402077987,1.0
0.4014047169135411,0.0
0.46361297751332003,0.0
0.8529301452403146,1.0
0.37861167370159826,0.0
0.7133850577645708,1.0
0.8062370215345707,1.0
0.4984243127795001,0.0
0.773104765351817,1.0
0.7637257569924987,1.0
0.811609527099203,1.0
0.4045598545812947,0.0
0.740626691396008,1.0
0.4629589459101607,0.0
0.7153547827146023,1.0
0.38287831648156195,0.0
0.4764707208134758,0.0
0.722645832503501,1.0
0.7334918964069641,1.0
0.449909576083339,0.0
0.3774922102599962,0.0
0.36367720623432803,0.0
0.7548746466154559,1.0
0.5871271481054401,0.0
0.44547548861645075,0.0
0.46439533763505886,0.0
0.585382692089969,1.0
0.7846340546421586,1.0
0.8270479208193222,1.0
0.4688159721484077,0.0
0.7351224002798624,1.0
0.6106228615377645,0.0
0.6972061232946991,1.0
0.7123460343702432,1.0
0.5045912570727404,0.0
0.7023317749969515,1.0
0.6524762386130067,1.0
0.716209640866319,1.0
0.7612965256516633,1.0
0.7316437409008612,1.0
0.45666731061671956,0.0
0.43430418867942716,0.0
0.7746992387260325,1.0
0.47201515084294215,0.0
0.37115979714817954,0.0
0.6599742266717086,1.0
0.7127628218296107,1.0
0.544867074364688,0.0
0.371060794593913,0.0
0.7149854079132367,1.0
0.3597984573778103,0.0
0.7481824326658004,1.0
0.3853356645868528,0.0
0.7448840841654005,1.0
0.46891960625910806,0.0
0.46308846442242063,0.0
0.7095558711582213,1.0
0.7467068934638577,1.0
0.7776743607904242,1.0
0.7085055165404082,1.0
0.7283747639334022,1.0
0.3443550727352683,0.0
0.7054724258137155,1.0
0.6961326259439415,1.0
0.7163400859056059,1.0
0.5396753935622867,0.0
0.33996197769605124,0.0
0.36690484182682,0.0
0.44305273049394683,0.0
0.36353525098577183,0.0
0.8420259365039189,1.0
0.7507993877592019,1.0
0.3509519553782398,0.0
0.3750519538631855,0.0
0.8769246636115402,1.0
0.7906561515523014,1.0
0.7243925998376726,1.0
0.35953472065439335,0.0
0.6153095064438618,1.0
0.8417325445223376,1.0
0.840105552722541,1.0
0.7565505862256148,1.0
0.3865340634164635,0.0
0.7608596841283339,1.0
0.38433720248098696,0.0
0.7632579137001367,1.0
0.6875292361540588,1.0
0.841381506752708,1.0
0.40447267771748713,0.0
0.7871926010413264,1.0
0.8002919976710112,1.0
0.7374762578998233,1.0
0.33618926919480646,0.0
0.7494926701429072,1.0
0.7040899927118351,1.0
0.7386084111256812,1.0
0.7264176849354476,1.0
0.7106229791400802,1.0
0.7393537854913739,1.0
0.38630648382094873,0.0
0.762131629750427,1.0
0.3670254605386763,0.0
0.31505332688541837,0.0
0.6831633883393651,1.0
0.48989665281406164,0.0
0.34034365244889914,0.0
0.5067257115877017,0.0
0.4096924219016957,0.0
0.40798769231111215,0.0
0.5872272186283887,0.0
0.36322057016721515,0.0
0.4747934690530889,0.0
0.49124763056541404,0.0
0.6814156619329044,1.0
0.3601695653656383,0.0
0.655708096012616,1.0
0.8046740297944055,1.0
0.73751852230261,1.0
0.4226109728791438,0.0
0.7192374978571534,1.0
0.40570280344139736,0.0
0.7780918915025326,1.0
0.7056539622042697,1.0
0.489980807125493,0.0
0.3414258446990925,0.0
0.3557621459912614,0.0
0.425709324222116,0.0
0.7893163289853511,1.0
0.7449777220923972,1.0
0.4645445880737031,0.0
0.7078509906544437,1.0
0.4016859748008184,0.0
0.7916599320853728,1.0
0.48834040131070783,0.0
0.4329052892011424,0.0
0.6948446543983338,1.0
0.33281441949201135,0.0
0.7967434336484367,1.0
0.3912536777249645,0.0
0.7201889157478982,1.0
0.48491097962379265,0.0
