Power (Watts),Label
0.4470974767598663,0.0
0.7677513694071241,1.0
0.7426147630861035,1.0
0.7012228304364758,1.0
0.7428727096207255,1.0
0.710549493886294,1.0
0.811656659083922,1.0
0.852977440661707,1.0
0.4493153777991709,0.0
0.7411545264714767,1.0
0.4256353709953559,0.0
0.6739387336314746,1.0
0.7433169702271398,1.0
0.8648236524998014,1.0
0.42698850515312076,0.0
0.6970667515137405,1.0
0.47729089834503585,0.0
0.334253561515149,0.0
0.37307080771004514,0.0
0.4227347225661919,0.0
0.48151368079414164,0.0
0.4860606265460468,0.0
0.4063742677021435,0.0
0.8736909845718148,1.0
0.7059832207216641,1.0
0.6171798205373509,1.0
0.6404828539447351,1.0
0.7460351324019021,1.0
0.7331019019854979,1.0
0.731778695050626,1.0
0.502478628115318,0.0
0.5545222477908833,1.0
0.4060187376603284,0.0
0.4314227390868412,0.0
0.6651254290879274,1.0
0.5490050650677638,0.0
0.3809169404566815,0.0
0.5501551219761229,0.0
0.546391818292498,1.0
0.36045292459285044,0.0
0.6924723029663504,1.0
0.3470088114462803,0.0
0.3584659536534868,0.0
0.4800402812392484,0.0
0.77253058535024,1.0
0.7747633206618592,1.0
0.735587906154171,1.0
0.7417783874068717,1.0
0.4401009849516628,0.0
0.8385887515223929,1.0
0.49144956249523347,0.0
0.7023254366691263,1.0
0.3363110439080406,0.0
0.3917606012464418,0.0
0.36997682735093523,0.0
0.7188544024523322,1.0
0.6872556133535832,1.0
0.756786854195727,1.0
0.7283745769231196,1.0
0.4540692147525908,0.0
0.5870171159172874,0.0
0.47311637649349264,0.0
0.7784406705731248,1.0
0.4730498249063992,0.0
0.4248455933428123,0.0
0.44856462917681045,0.0
0.36783814768750794,0.0
0.6991573804005118,1.0
0.7248787476954386,1.0
0.3486857618801665,0.0
0.35862231613948187,0.0
0.6998410955185947,1.0
0.6859283238169127,1.0
0.4115337841303666,0.0
0.7564915198119031,1.0
0.7478998963311894,1.0
0.696702928402547,1.0
0.7494425362327197,1.0
0.37960057484099413,0.0
0.7032840692418747,1.0
0.6854976159835386,1.0
0.4008023298258568,0.0
0.5756336292410971,0.0
0.47411544656694565,0.0
0.7516010844231769,1.0
0.37950057472315485,0.0
0.8024613729622714,1.0
0.7030386904138903,1.0
0.4506990946103519,0.0
0.36041660047644736,0.0
0.3698282579422801,0.0
0.7216513268437919,1.0
0.37876132399706225,0.0
0.44847759449133234,0.0
0.3756054509168976,0.0
0.766989908894713,1.0
0.3566500368205265,0.0
0.4972739046085803,0.0
0.48096902013413906,0.0
0.48887514032275975,0.0
0.8279358431677655,1.0
0.4618010789283104,0.0
0.5610502517421623,0.0
